,Code,Website,Address,Phone,Directors
124,TMR,https://www.tempusresources.com.au,22 Mount Street,61 8 6188 8181,"['Mr. Jason  Bahnsen B.Sc., BSc Eng., M.B.A.', 'Ms. Melanie Jane Ross A.C.I.S., AGIA, B.Com., C.A.', 'Mr. Rodrigo Arturo Izurieta B.A., M.A.', 'Mr. Sonny  Bernales B.Sc., P.Geo.']"
125,ZMM,https://www.zimi.life,14 Millennium Circuit,,"['Mr. Jordan Tony Tentori', 'Rachel  Tuck', 'Ms. Melissa Kate Chapman A.C.I.S., AGIA, B.Com., C.P.A.', 'Ms. Catherine  Grant-Edwards B.Com., C.A.']"
126,ZEU,https://www.zeusresources.com,"Level 1, 25-29 Berry Street",61 2 8488 3270,"['Mr. Jian Jun Liu B.Sc., M.Sc.', 'Mr. Sitong  Wu']"
127,MDI,https://www.middleisland.com.au,2 Richardson Street,61 8 9322 1430,"['Mr. Roland Dieter Bartsch', 'Mr. Rudolf  Tieleman']"
128,RDS,https://www.redstone.com.au,60 Havelock Street,61 8 9328 2552,"['Ms. Miranda  Conti A.C.I.S., ACIS, AGIA, B.Com., BCom, C.P.A., C.S.', 'Dr. Greg  Shirtliff BA, Ph.D.(Geol.), B. Sc (Hons), MAusIMM']"
129,HTM,https://www.hightechmetals.com.au,22 Townshend Road,61 8 9388 0051,"['Mr. Harpreet Singh Cheema B.Com., CPA', 'Mr. Quinton James Meyers B.Com., C.A.']"
130,FRS,https://forrestaniaresources.com.au,38 Colin Street,61 8 6391 0113,"['Mr. John Andrew Hannaford B.Com., BCom (UWA), C.A., F.Fin.', 'Ms. Cecilia Anna Tyndall A.C.I.S., B. Bus, C.A.', 'Mr. Ashley Garner Bennett']"
131,INP,https://www.incentiapay.com,65 York Street,61 2 8256 5300,"['Mr. Ani  Chakraborty', 'Mr. Kunal  Kapoor', 'Mr. Ryan  Rodrigues', 'Mr. Jake  Falkinder', 'Ms. Louise  Lee', 'Mr. Ben  Johnson', 'Mr. Toby  Ellis', 'Mr. Brent  Trimnell-Ritchard', 'Mr. Steve  Chant', 'Mr. John  Scott']"
132,ICR,https://intelicare.com.au,299 Vincent Street,1300 001 145,"['Mr. Daniel  Pilbrow', 'Mr. Michael  Tappenden', 'Mr. Neil John Hackett B.Econ, BECON, FFin, GAICD (Merit), GDAFI, GDFP', 'Mr. Pieter  Klopper', 'Claudia  Dent']"
133,INL,https://www.innlanz.com,18-40 Anderson Street,61 2 9689 9969,"['Mr. Yeshween  Mudaliar', 'Ms. Jessie  Tao', 'Mr. Jhon  Shen', 'Ms. Indira  Naidu']"
134,ARC,https://www.arcfunds.com.au,330 Collins Street,61 7 3223 9170,"['Mr. Harley  Grosser', 'Mr. Wayne M. Massey B.Comm CPA', 'Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP']"
135,BLZ,https://www.blazelimited.com.au,88 William Street,61 8 9463 2463,"['Mr. Simon  Coxhell MAusIMM', 'Mr. Harpreet Singh Cheema B.Com., CPA']"
136,RML,https://www.resolutionminerals.com,29-31 King William Street,61 4 1480 4055,"['Mr. Jaroslaw Krzysztof Kopias ACIS, ACSA, AGIA, B.Com., BCom, C.S., CGP, CPA', 'Ms. Christine  Lawley M.Sc.']"
137,OM1,https://omniametals.com.au,22 Townsend Road,61 8 9388 0051,"['Dr. James  Warren B.Sc., Ph.D.', 'Ms. Anna Maria MacKintosh B.Com., CPA']"
138,IRX,https://inhalerx.com.au,414 La Trobe Street,,"['Mr. Darryl  Davies B.Sc.', 'Dr. Robert  Jenny B.A., B.Sc., Ph.D.', 'Mr. Srinivasa Rao Suryadevara']"
139,KAL,https://www.kalgoldmining.com.au,1209 Hay Street,61 8 6002 2700,"['Dr. Matthew  Painter BSc (Hons)', 'Mr. Graeme  Smith', 'Mr. Scott  Herrmann']"
140,KGD,https://www.kulagold.com.au,20 Howard Street,61 8 6144 0592,"['Mr. Richard Morris Dawson BAppSc(Geol.), EMBA, MAusIMM', 'Mr. Keith Douglas Bowker B.Com., B.Comm, C.A., CA']"
141,AUR,https://www.aurisminerals.com.au,18 Richardson Street,61 8 6109 4333,"['Mr. Michael Petrus Hendriks', 'Mr. Matthew Ian Svensson B.APP.SC, MAIG', 'Margaret  Hawke', 'Mr. Christopher  Achurch B.Com., C.A.', 'Mr. David Ross Jones PGeoph, B.Sc (Hons), M.Sc., MAusIMM']"
142,MEG,https://megadominerals.com,197 St Georges Terrace,61 8 6141 3260,"['Mr. Benjamin  Pearson', 'Mr. Aaron Dean Bertolatti ACSA, AGIA, B.Com., C.A.', 'Dr. Chris  Bowden Ph.D.']"
143,FCG,https://freedomcaregroup.com.au,3/886 Woodville Road,61 1800 979 783,"['Mr. Jamal  Sabsabi', 'Walid  Jamal-Eddine', 'Ahmad Alsayed Ibrahim', 'Mr. Wayne  Kernaghan']"
144,PLN,https://www.pioneerlithium.com.au,108 St Georges Terrace,61 8 9465 1044,"['Mr. Robert Anthony Martin', 'Mr. Clinton  Booth', 'Mr. Erik  Petersen', 'Mr. Harry  Spindler A Fin, B. Bus, CA']"
145,RAS,https://www.ragusaminerals.com.au,22 Mount Street,61 8 6181 8181,"['Mr. Olaf  Frederickson', 'Ms. Melanie  Ross']"
146,PVW,https://pvwresources.com.au,1138 Hay Street,,"['Mr. George  Bauk B.Bus, FCPA, GAICD, M.B.A., MBA', 'Mr. Giuseppe Paolo Graziano', 'Mr. Karl  Weber']"
147,YAR,https://www.yariminerals.com.au,4/420 Bagot Road,61 8 6400 6222,"['Mr. Anthony  Italiano', 'Mr. Rudolf  Tieleman']"
148,AL8,https://www.alderanresources.com.au,350 Collins Street,61 3 8630 3321,"['Mr. Scott James Caithness', 'Ms. Nova Anne Taylor']"
149,HOR,https://www.horseshoemetals.com.au,50 Kings Park Rd,61 8 6241 1844,"['Ms. Kate Briony Stoney CPA', 'Mr. Josh  Merriman']"
150,DBO,https://diabloresources.com.au,10 Outram Street,61 8 6383 7837,"['Mr. Lyle Haxton Thorne', 'Mr. Shaun  Menezes B.Com., L.L.B.']"
151,AUG,https://www.augustusminerals.com.au,41-43 Ord Street,61 8 6458 4200,"['Mr. Brian Bernard Rodan', 'Mr. Andrew  Reid', 'Mr. Andrew  Ford B.Sc (Hons), MAusIMM', 'Mr. Sebastian  Andre']"
152,OLY,https://www.olympiometals.com.au,25 Richardson Street,61 8 9322 9093,"['Mr. John Gerard Delaney B.Comm CPA, MBA', 'Mr. Peter  Gray']"
153,CUL,https://cullenresources.com.au,7 Hardy Street,61 8 9474 5511,"['Dr. Christopher Robert Ringrose B.Sc., BSc, M.A.I.C.D., M.B.A., MAICD, MAIMM, MBA', 'Mr. Wayne John Kernaghan ACA, ACIS, B.Bus, FAICD', 'Dr. Matthias  Cornelius']"
154,ANR,https://anataralifesciences.com,81 Flinders Street,61 4 3802 7172,"['Dr. David Lionel Brookes F.A.C.I.D., FACRRM, FAICD, MBBS', 'Mr. John  Michailidis B.Sc., EMBA, M.A.I.C.D.', 'Mr. Simon  Erskine', 'Jane  Lowe', 'Dr. Stephen  Denaro AGIA, BCom, CA, GradDipApp CG, MAICD', 'Ms. Hayley  van der Meer B Biomed Sc, Grad Dip Marketing Management']"
155,AI1,https://adisyn.com.au,27 Aspiration Circuit,61 3 0033 1888,"['Mr. Blake  Burton', 'Mr. Jasper  Sentow', 'Mr. Paul  Arch', 'Mr. Justin  Thomas', 'Mr. Liam  Gale', 'Ms. Kyla  Garic B.Com., C.A.']"
156,LSR,https://www.lodestarminerals.com.au,31 Cliff Street,61 8 9435 3200,"['Mr. Edward James Turner Maig', 'Mr. David Maxwell  McArthur B.Comm.', 'Ms. Coraline  Blaud B.Sc., M.Sc.', 'Mr. Jordan  McArthur', 'Mr. Paul Joseph Cranney']"
157,PBL,https://www.parabellumresources.com.au,52 Ord Street,61 8 6313 3950,"['Mr. Shaun  Menezes B.Com., L.L.B.', 'Mr. Peter Anthony Secker B.Sc. Mining', 'Mr. Mark  Arundell BSc (Hons), MEconGeol']"
158,NC6,https://www.nanollose.com,CPC,61 8 9389 3120,"['Dr. Wayne Morris Best BSc (Hons), DIC, FRACI, GAICD, Ph.D.', 'Ms. Erlyn Saromines Dawson A.C.I.S., ACIS, AGIA, B.Com., BCom., GradDipACG']"
159,1TT,https://www.thrivetribetech.com,MLC Centre,61 2 9236 7229,"['Mr. Wesley  Culley', 'Mr. Joshua P. Quinn B.Com., CTA, L.L.M.', 'Mr. John  Shea', 'Mr. Jackson  Duffy', 'Ms. Natalie  Thursfield', 'Ms. Alana  Gibbs', 'Ms. Alexandra  Thursfield']"
160,TEM,https://tempestminerals.com,389 Oxford Street,61 8 9200 0435,"['Mr. Donald Charles Smith B.Sc., M.B.A.', 'Mr. Damien  Reynolds', 'Ms. Sally  Bevington']"
161,SP3,https://www.spectur.com.au,12 Fargo Way,1300 802 960,"['Dr. Gerard John Dyson', 'Mr. Frederik  Mare', 'Mr. Robin  Walford CFP® DipFP', 'Mr. Peter  Dickinson', 'Mr. Ben  Young', 'Ms. Suzie Jayne Foreman B.Com (Hons), B.Com., C.A., CA']"
162,HT8,https://ht8.com.au,124 Abbott Road,61 1300 13 9999,"['Mr. Garrison  Huang', 'Ms. Rebecca  Wong', 'Mr. Brett Thomas Crowley B.Com., BCom, C.A., CA, DipLaw']"
163,PVL,https://www.phvl.com.au,Ground Floor,64 3 372 3321,"['Mr. James  Kruger', 'Mr. Geoffrey  Nicholas', 'Mr. Ben  Hodge', 'Ms. Sally  McDow AGIA, L.L.B., M.B.A.', 'Mr. Steve  Silvey']"
164,ME1,https://melodiolglobalhealth.com,145 Stirling Highway,61 8 9389 3180,"['Mr. Boaz  Wachtel M.A., M.D., MBA', 'Mr. William  Lay B.Com.', 'Mr. Christopher  Grundy BCom, FCA, FCIS, GAICD', 'Ms. Micheline  MacKay B.Sc., M.Sc., P.M.P.', 'Ms. Jodi  Scott M.Sc.', 'Dr. Gian  Trepp', 'Mr. Mitchel  Fleming', 'Brett  Ayers', 'Mr. Winton William Willesee C.P.A., GAICD, MAICD, MCom', 'Hon. Brian  Walker']"
165,BOD,https://bodscience.com,376 New South Head Road,61 2 9199 5018,"['Ms. Joanne  Patterson', 'Mr. Adrian  Sturrock', 'Mr. Craig  Weller', 'Dr. Adele  Hosseini', 'Mr. Alan  Dworkin ACIS, BBus, CA', 'Ms. Carlie  Hodges']"
166,LM1,https://www.leeuwinmetals.com,64-68 Hay Street,61 8 6556 6427,"['Mr. Christopher  Piggott B.Com., B.Sc.', 'Mr. Marcus Richard Alexander Harden B.Sc.', 'Mr. Danniel J. Oosterman B.Sc., P.Geo', 'Mr. Nicholas  Katris B.Com., C.A.']"
167,AVW,https://www.aviraresourcesltd.com.au,330 Churchill Avenue,61 8 6489 1600,"['Mr. Harpreet Singh Cheema B.Com., CPA', 'Mr. David Ross DeLoub B.A., B.Ec (Hons), BA, G.Dip.FINSIA, Grad Dip Bus', 'Mr. Christopher  Chen', 'Verity  Borthwick']"
168,RC1,https://redcastle.net.au,23 Railway Road,61 8 6559 1792,['Ms. Sarah  Smith']
169,PNT,https://www.panthermetals.com.au,22 Mount Street,61 8 6188 8181,"['Mr. Daniel Albert Tuffin B.E., B.Sc., M.A.I.C.D.', 'Mr. Ranko  Matic B.Bus, C.A.', 'Mr. Simon  Acomb', 'Mr. Damon  Cox CPA']"
170,MKL,https://www.mightykingdom.com,121 King William Street,61 8 7200 3252,"['Mr. Simon Anthony Rabbitt', 'Mr. Grant  Osborne', 'Mr. Anthony Michael Lawrence', 'Ms. Kaitlin Louise Smith B.Com (Acc), B.Com., CA']"
171,WHK,https://www.whitehawk.com,140 St Georges Terrace,,"['Ms. Teresa Williams Roberts', 'Mr. Kevin Robin Goodale', 'Ms. Soo Hee Kim', 'Ms. Sarah  Messer', 'Kevin  Kye A.C.I.S., B.Com., C.A., C.P.A.']"
172,CCO,https://www.thecalmerco.com,96 Victoria Street,61 7 3844 1010,"['Dr. Anthony  Noble', 'Mr. Zane  Yoshida B.Tech., M.B.A.', 'Ms. Sharmila  Nanayakkara', 'Prof. Jerome  Sarris', 'Mr. Brian  Casutto', 'Ms. Natalie  Climo']"
173,UVA,https://uvrelimited.com,191 St Georges Terrace,61 2 9299 9690,"['Mr. Peter James Woods', 'Ms. Sujana  Karthik', 'Ms. Kate  Sainty', 'Ms. Cherie  Leeden']"
174,DOU,https://www.douugh.com,24 Campbell Street,61 8 6380 2555,"['Mr. Andrew  Taylor', 'Mr. Derek  Hall', 'Mr. Mark David Taylor', 'Mr. John  Beale', 'Mr. Micha  Wotton', 'Christian  Raftery', 'Ms. Scarlett  Evans', 'Kirsty  McRae', 'Mr. William  So', 'Mr. Tom  Culver']"
175,BYH,https://www.bryah.com.au,191B Carr Place,61 8 9321 0001,"['Mr. Ashley Stewart Jones B.Sc.', 'Mr. Neville  Bassett']"
176,ION,https://iondrive.com.au,6 The Parade,61 8 8368 8888,"['Mr. Robert  Smillie M.B.A., M.Sc.', 'Mr. Raymond Robert Ridge B.A., BA (Acc), C.A., CA, GIA (cert)', 'Mr. Ebbe  Dommisse']"
177,RON,https://www.roninresources.com.au,459 Collins Street,61 3 8630 3321,"['Mr. Joseph  Van Den Elsen B.A., L.L.B.', 'Mr. Justin  Mouchacca B.Bus (Acc), C.A., CA']"
178,CT1,https://constellationtechnologies.com.au,420 Collins Street,61 3 8592 4883,"['Mr. Kartheek Munigoti Shankar Rao', 'Ms. Terri  Bakos']"
179,C29,https://www.c29metals.com.au,23 Railway Road,61 8 6559 1792,"['Mr. Jeremy Philip King LLB', 'Mr. Mauro  Piccini']"
180,DAF,https://www.discoveryafrica.com.au,18 Sangiorgio Court,61 8 6165 4000,"['Mr. Alan Edward Thomas', 'Mr. Bill  Oliver']"
181,SLB,https://stelarmetals.com.au,22 Greenhill Road,61 8 8372 7881,"['Mr. Colin  Skidmore', 'Mr. Nicholas John Harding A.C.I.S., B.A., C.P.A.']"
182,LVE,https://www.lovegroup.co,99 St Georges Terrace,61 8 9486 4036,"['Mr. Michael  Ye', 'Mr. Chik Ong  Chen ACIS, ACSA, B.Com., BCom, FCIS, GradDipAppFin, M.B']"
183,AD1,https://www.ad1holdings.com.au,Office 7,61 3  8199 0455,"['Mr. Todd  Perkinson', 'Mr. Bijay Alex Mathew']"
184,HMI,https://hiremii.com,251 St George's Terrace,61 8 6263 7731,"['Mr. Andrew  Hornby', 'Mr. Brad  Kobus', 'Mr. Andrew  Stone', 'Mr. Andrew  Cloud', 'Mr. Leon  Morgan', 'Ms. Susan Patricia Park A.C.A., A.C.I.S., ACSA, AGIA, B.Com., F Fin, FCIS']"
185,BUS,https://www.bubalusresources.com.au,"Level 2, 22 Mount Street",61 8 6188 8181,"['Mr. Alec Christopher Pismiris B.Com., B.Comm, FCIS, IGIA, M.A.I.C.D.', 'Ms. Melanie Jane Ross A.C.I.S., AGIA, B.Com., C.A.']"
186,WYX,https://www.westernyilgarn.com.au,2A / 300 Fitzgerald Street,61 8 6166 9107,"['Ms. Catherine  Grant-Edwards B.Com., C.A.', 'Ms. Melissa Kate Chapman A.C.I.S., AGIA, B.Com., C.P.A.']"
187,TML,https://www.timahresources.com.au,348 Pacific Highway,61 2 8054 1886,"['Dr. King Thian  Mah AMP, DSSA, JP', 'Mr. King-Seng  Mah DPMP, PMP', 'Kai Lih  Wong', 'Mr. Swee Koon  Soong', 'Mr. Andrew  Wallis']"
188,NRX,https://noronexlimited.com.au,295 Rokeby Road,61 8 6555 2950,"['Mr. James  Thompson B.Com., B.Comm, C.A., CA, FINSIA, L.L.B., LLB', 'Mr. Bruce  Hooper', 'Mr. Sebastian  Andre']"
189,KNM,https://www.kneomedia.com,180 Flinders Street,61 1300 155 606,"['Mr. James  Kellett', ""Mr. Damian  O'Sullivan"", 'Mr. Franklin B. Lieberman', 'Mr. Rakesh  Kamat', 'Ms. Isabelita  Perez', 'Ms. Eryl  Baron AGIA, B.A., C.A.']"
190,ICN,https://www.iconenergy.com,3 William Banks Drive,61 407 200 200,"['Mr. Raymond Swinburn James', 'Mr. Jeffrey Royce Marvin']"
191,WGR,https://westerngoldresources.com.au,46 Colin Street,61 8 9322 6666,"['Dr. Warren  Thorne', 'Mr. Harpreet Singh Cheema B.Com., CPA']"
192,G88,https://www.goldenmileresources.com.au,191 St Georges Terrace,61 8 6383 6508,"['Mr. Damon  Dormer', 'Mr. Jack  Rosagro']"
193,RBX,https://www.resourcebase.com.au,99 St Georges Terrace,61 8 9486 4036,"['Ian  Cameron', 'Mr. Brent Graeme Palmer', 'Mr. Daniel John-Edward-Alexander-Durston Smith B.A., BA, CSA(Cert), GIA (Cert), M.A.I.C.D.']"
194,CBY,https://www.canterburyresources.com.au,55 Miller Street,61 2 9392 8020,"['Mr. Grant Alan Craighead B.Sc., B Sc, MAusIMM, MAICD', 'Mr. Michael Matthew Erceg B.Sc., M.Sc.', 'Mr. Ross Earle Moller A.C.I.S., ACIS, B Com, C.A., CA, Grad Dip, ICSA, N', 'Ms. Joan  Dabon']"
195,CR1,https://www.constellationresources.com.au,28 The Esplanade,61 8 9322 6322,"['Mr. Peter  Woodman B.Sc., MAusIMM', 'Mr. Peter  Muccilli B.Sc.', 'Mr. Lachlan  Lynch AGIA, B.Com., C.A.', 'Mr. Jim  McKinnon-Matthews', 'Mr. Andrew  Boyd BSc. (Melb)']"
196,JAY,https://www.jayride.com,11-17 York Street,61 646 480 6835,"['Mr. Rodney Daryl  Cuthbert', 'Mr. Rodney John Bishop', 'Mr. Peter Charles McWilliam B.A., C.A.', 'Ms. Elizabeth  Lovell', 'Mr. Darren  Carbine', 'Mr. Lachlan  McCabe', 'Mr. Daniel  McMillan', 'Mr. Sonny  Didugu']"
197,OSM,https://osmondresources.com.au,480 Collins Street,61 3 9614 0600,"['Mr. Andrew Nicholas Shearer B.Sc., BSC (Geology), HonsGeoPhysic, M.B.A., MBA', 'Mr. Adrien Michele Wing B.Acc, B.Bus, C.P.A., CPA', 'Mr. Charles  Nesbitt']"
198,OXT,https://www.orexplore.com,75 McDonald Crescent,61 8 9469 2900,"['Mr. Brett  Giroud', 'Mr. Greg  Haskis', 'Dr. Mikael  Bergqvist', 'Mr. Frank J. Campagna B.Bus. (Acc), C.P.A., CPA']"
199,GES,https://www.genesisresourcesltd.com.au,Kew Junction Tower,61 3 9852 9159,"['Mr. Lung Yiu  Pang BSc (Hons)', 'Ms. Patricia  Wong', 'Mr. Randall  Hedlund', 'Ms. Alyn  Tai L.L.B., LLB (Hons)']"
200,TG1,https://www.techgenmetals.com.au,683 Murray Street,61 8 6182 1318,"['Mr. Ashley Keith Hood', 'Mr. Andrew Thomas Jones', 'Ms. Aida  Tabakovic']"
201,CNJ,https://conico.com.au,197 St George’s Terrace,61 8 9282 5889,"['Mr. Jamie M. Scoringe B.Com., CPA', 'Mr. Guy Touzeau Le Page B.A., B.Sc., B.Sc. (Hons)., F.FIN., M.B.A., MAusIM']"
202,MPK,https://manypeaks.com.au,50 Ord Street,,"['Mr. Travis  Schwertfeger B.Sc., M.Sc., MAIG', 'Mr. Aaron Dean Bertolatti ACSA, AGIA, B.Com., C.A.']"
203,ACS,https://www.accentresources.com.au,72 Kings Park Road,61 8 9481 3006,['Mr. Yuzi  Zhou']
204,DMG,https://www.dragonmountain.com.au,Barringtons House,61 8 6141 3500,"['Mr. Robert Charles Gardner', 'Mr. James Richard Stephenson C.A., C.M.A., C.P.A., CMA, CMA (Canada), CMA and F']"
205,GTH,https://www.gathid.com,1/5 Prosper Cres,,"['Mr. Craig  Davies', 'Mr. Brian  McIlravey', ""Cathy  O'Brien"", 'Ashley  McEnroe', 'Mr. Bart  Vansevenant', 'Ms. Kim  Clark']"
206,ALB,https://albionresources.com.au,London House,61 8 9481 0389,"['Mr. David Lee Palumbo B.Com., BCom, C.A., CA']"
207,KNB,https://koonenberrygold.com.au,72-78 Carrington Street,61 8 6245 9869,"['Mr. Daniel  Power B.Sc., M.Sc.', 'Mr. Paul  Wittwer', 'Mr. Brett William Tucker B.Com (UWA), B.Com., C.A.']"
208,DCL,https://www.domacom.com.au,607 Bourke Street,61 3 9452 0230,"['Mr. John  Elkovich', 'Mr. Philip J. R. Chard', 'Mr. Ross A. Laidlaw', 'Mr. Sean  Crisp']"
209,CDR,https://www.codrusminerals.com.au,16 Altona Street,61 8 6424 9017,"['Mr. Shannan Thomas Bamforth B.Sc (Geo)', 'Mr. Jamie  Byrde B.Com., BCom CA, C.A.', 'Dr. Stuart Richard Owen']"
210,LKY,https://www.locksleyresources.com.au,Level 8,61 8 9481 0389,"['Mr. Stephen  Woodham', 'Mr. Ian  Cooper', 'Mr. Alan David Stephen Armstrong C.A., CA']"
211,DDT,https://www.datadotdna.com,8 Ethel Avenue,61 2 8977 4900,"['Mr. Bradley Charles Kellas', 'Mr. Gordon  Ogborne', 'Mr. Andrew  Baker', 'Mr. Patrick James Raper F.A.C.I.D., FAICD, FCPA']"
212,OPL,https://www.opyl.ai,Engine House,61 3 9923 1222,"['Mr. Mark  Ziirsen', 'Mr. Damon  Rasheed', 'Mr. Saurabh  Jain', 'Mr. Shane  Lewis', 'Mr. Scott  Sorochak', 'Mr. David  Lilja M.B.A.']"
213,GED,https://www.goldendeeps.com,8 Parliament Place,61 8 9481 7833,"['Mr. Lawrence Jonathon Dugdale B.Sc., BSc (Hons 1), FAUSIMM, MAICD', 'Mr. Michael  Muhling B.Com., FCPA']"
214,SER,https://www.strategicenergy.com.au,100 Albert Road,61 3 9692 7222,"['Mr. Stuart  Rechner B.S., BSc, GAICD, GAIG, L.L.B., LLB, MAIG', 'Dr. David  DeTata BSc, GAICD, MBA, MSc, Ph.D.(Chem)', 'Mr. Mathew  Watkins C.A.']"
215,JBY,https://www.jamesbayminerals.com.au,1 Tully Road,61 8 6166 9433,"['Daniel  Loughnan', 'Mr. Andrew  Dornan', 'Mr. James  Doyle']"
216,CRS,https://www.capriceresources.com,10 Outram Street,61 8 6141 3136,['Ms. Oonagh Jane Malone']
217,CMG,https://www.criticalmineralsgroup.com.au,192 Ann Street,61 7 5555 5055,"['Mr. William  Winter', 'Ms. Nicola  Semler', 'Mr. Adam  Gallagher']"
218,MRQ,https://www.mrgmetals.com.au,12 Anderson Street West,61 3 5330 5800,['Mr. Shane Gordon Turner CA']
219,CTN,https://www.catalinaresources.com.au,18 Stirling Highway,61 8 6118 1672,"['Mr. Sanjay Kumar Loyalka A.C.A., B Com (Hons), B.Com., FAIM, MAICD', 'Mr. Michael  Busbridge B.Sc (Hons), MAIG, MSEG']"
220,BVR,https://www.bellavistaresources.com,8 Richardson Street,61 8 6383 7556,"['Mr. Carl Domenic Travaglini C.A., C.S.', 'Mr. Michael Hood Wilson B.Sc., BEC', 'Ms. Natalia  Brunacci', 'Ms. Maddison  Cramer', 'Ms. Nicolle  Fleming']"
221,MOM,https://www.moabminerals.com.au,2A/300 Fitzgerald Street,61 8 6166 9107,"['Mr. Malcolm Raymond Day', 'Mr. John A. Burness C.A.', 'Ms. Catherine  Grant-Edwards B.Com., C.A.', 'Ms. Melissa Kate Chapman A.C.I.S., AGIA, B.Com., C.P.A.']"
222,FAU,https://www.firstau.com,123 Whitehorse Road,61 3 9817 0700,"['Mr. Ryan  Skeen', ""Mr. Denis  O'Meara"", 'Mr. David W. McBain', 'Hafiz Brian  Richardson', 'Mr. Brent  Hofman']"
223,AMM,https://www.armadametals.com.au,Kyle House,61 4 0712 3143,"['Dr. Ross  McGowan', 'Mr. Thomas  Rogers', 'Mr. Justin Bradley Clyne A.C.I.S., AGIA, Grad Dip ACG, L.L.B., L.L.M., LLM']"
224,CGO,https://www.cptglobal.com,818 Bourke Street,61 3 9684 7900,"['Mr. Luke  Tuddenham', 'Mr. Gerard Francis Tuddenham', 'Mr. Nathan  Marburg', 'Ms. Shelley  Tung', 'Mr. Marty  Bolger', 'Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP', 'Mr. Michael  Lazorik']"
225,NMR,https://nmresources.com.au,6-14 Clarence Street,61 2 6583 7833,"['Mr. Blake O. Cannavo Dip B.A.S', 'Mr. Chris  Jacobs CPA', 'Mr. Greg  Curnow BSc (Geology), MAusIMM', 'Ms. Patricia  Vanni de Oliveira AGIA, L.L.B.']"
226,HPC,https://www.hydralyte.com,9255 Towne Center Drive,617-475-5111,"['Mr. Oliver  Baker', 'Mr. Chris  Kavanaugh', 'Ms. Victoria  Nadalin']"
227,KFM,https://www.kingfishermining.com.au,London House,61 8 9481 0389,"['Mr. James Nicholas Farrell B.Sc.', 'Mr. Stephen Michael Brockhurst BComm, CA']"
228,RLG,https://www.roolifegroup.com.au,1138 Hay Street,61 8 6444 1702,"['Mr. Bryan  Carr B.Sc.', 'Ms. Jyotika  Gondariya C.A.', 'Mr. Warren  Barry B.Sc., BSc, M.B.A., MBA', 'Mr. Jonathan  Cox']"
229,CHK,https://www.cohibaminerals.com.au,459 Collins Street,61 3 8630 3321,"['Mr. Mordechai  Benedikt', 'Mr. Andrew  Graham', 'Mr. Justin  Mouchacca B.Bus (Acc), C.A., CA']"
230,ABE,https://www.bondexchange.com.au,15 Castlereagh Street,61 2 8076 9343,"['Mr. Bradley  McCosker F.A.C.I.D.', 'Kevin  Hall', 'Mr. Michael  Vanderdonk B.Sc.', 'Mr. Nick  Baber', 'Mr. Markus  Mueller', 'Mr. Chris  Satchi', 'Mr. Steven  Alperstein BComm, LLB, MBA', 'Ms. Vicki  Grey']"
231,IPB,https://www.ipbpet.com.au,530 Little Collins Street,61 3 9598 0188,"['Mr. Brendan  Brown BE(Hons), BSc, F.Fin, MBA(Melb)', 'Mr. Philip M. Smith B.Sc., BSc (Hons), Grad. Dip., M.Sc., MSc', 'Mr. Martin F. Warwick ACIS, AGIA, BSc, CA, MAICD, MBA']"
232,EMT,https://www.emetalslimited.com.au,88 William Street,61 8 9463 2463,"['Mr. Mathew Donald Walker', 'Mr. Harpreet Singh Cheema B.Com., CPA']"
233,RB6,https://www.rubixresources.com.au,216 St Georges Terrace,61 8 9481 0389,"['Mr. Ariel Edward King BComm', 'Dr. Casey  Blundell', 'Mr. Benjamin  Smith']"
234,IEQ,https://www.internationalequities.com.au,348 St Kilda Road,61 3 9685 2988,"['Mr. Fye Tow Peng', 'Mr. Aubrey George Menezes CPA', 'Mr. Liang Tow Kong', 'Ms. Theng Tow Wei']"
235,PTR,https://www.petratherm.com.au,22B Beulah Rd,61 8 8133 5000,"['Mr. Peter W. Reid B.Sc., BSc (Hons)', 'Mr. Barry Van Der Stelt B.Sc.', 'Ms. Katelyn Marie Adams B.Com., C.A.']"
236,FDR,https://finderenergy.com,South Shore Centre,61 8 9327 0100,"['Mr. Damon Andrew Neaves ASIA, B.Comm, LLB', 'Mr. Anthony  Benino', 'Mr. Shane  Westlake MSc (Hons)', 'Mr. Aaron  Bond']"
237,RKT,https://www.dlti.com.au,75 Thomas Street,61 8 6189 1155,"['Mr. Christopher  Clark', 'Mr. Paul Richard Williamson', 'Mr. Amir  Tsaliah', 'Mr. Stephen  Buckley']"
238,ADD,https://www.adavaleresources.com,49 Oxford Close,61 2 8003 6733,"['Mr. Allan  Ritchie O.A.M.', 'Mr. Leonard Vun Chee Math B.Bus., B.Com., BComm, C.A.', 'Mr. David Noel Riekie AICD, B.Ec., C.A., CA, Dip Acc, M.A.I.C.D., MAICD', 'Mr. Paschal  Wadeya']"
239,EVE,https://www.evehealthgroup.com.au,245 Churchill Avenue,61 8 6465 5500,"['Mr. Gregory William Fry', 'Mr. Benedict James Rohr', 'Mr. Steven Luke Jackson BEc, C.P.A., CPA', 'Ms. Stephanie  Yip']"
