,Code,Website,Address,Phone,City,State,Zip,Country,Director1,Director2,Director3,Director4,Director5,Director6,Director7,Director8,Director9,Director10,Director11,Director12,Director13,Director14,Director15,Director16,Director17,Director18,Director19,Director20
95,WBE,https://www.whitebarkenergy.com,20d William Street,61 8 6555 6000,Norwood,SA,5067,Australia,"Ms. Kaitlin Louise Smith B.Com (Acc), B.Com., CA",,,,,,,,,,,,,,,,,,,
96,NYR,https://www.nyrada.com,828 Pacific Highway; Suite 2 Level 3,61 2 9498 3390,Gordon,NSW,2072,Australia,Mr. James  Bonnar,Mr. Cameron  Jones C.A.,Mr. Benjamin  Evison Ph.D.,Mr. Dimitri  Burshtein,"Mr. Mark  Waring B.Sc., P.M.P.","Mr. David James Franks BEc, C.A., F Fin, J.P.",,,,,,,,,,,,,,
97,SFM,https://www.santafeminerals.com.au,Hampden Road; Suite 1/9,61 8 9386 8382,Nedlands,WA,6009,Australia,Mr. Douglas John Rose,Mr. Henko  Vos,,,,,,,,,,,,,,,,,,
98,CMO,https://www.cosmometals.com.au,33 Ord Street; Level 3,61 8 6400 5301,West Perth,WA,6005,Australia,Mr. James Stewart Merrillees,"Ms. Melanie Jane Ross A.C.I.S., AGIA, B.Com., C.A.",,,,,,,,,,,,,,,,,,
99,CRB,https://www.carbineresources.com.au,513 Hay Street; Suite 23,61 8 6142 0986,Subiaco,WA,6008,Australia,,,,,,,,,,,,,,,,,,,,
100,IEC,https://intraenergycorp.com.au,2 Park Street; Level 40,61 2 8280 7111,Sydney,NSW,2000,Australia,Mr. Benjamin  Dunn,Mr. Jack  Rosagro,,,,,,,,,,,,,,,,,,
101,BIM,https://www.bindimetals.com.au,London House; Level 8 216 St Georges Terrace,61 8 9481 0389,Perth,WA,6000,Australia,Mr. Henry  Renou,Ms. Aida  Tabakovic,,,,,,,,,,,,,,,,,,
102,NZS,https://nzcs.co,145 Stirling Highway; Suite 5 CPC,61 8 9389 3130,Nedlands,WA,6009,Australia,Mr. Sing Yin Chai,Jessie  Tao,Mr. Peter  Win,Mr. Peter  Fletcher,Melinda  Orrock,Zu  Ming Li,,,,,,,,,,,,,,
103,WNR,https://www.wingaraag.com.au,10 Oxley Road; Level 1,61 3 9853 9631,Hawthorn,VIC,3122,Australia,Mr. Marcello  Diamante,Mr. Giuseppe  Rinarelli C.A.,,,,,,,,,,,,,,,,,,
104,H2G,https://www.greenhy2.com.au,680 George Street; Level 12,61 1300 321 094,Sydney,NSW,2000,Australia,"Dr. Paul Joseph Dalgleish BEng (Hons), DBA, FIEAust, MA, MAICD",Mr. William  Howard,John  Cuffe,,,,,,,,,,,,,,,,,
105,GSM,https://goldenstatemining.com.au,"19-21, Outram Street; Suite 15",61 8 6323 2384,West Perth,WA,6005,Australia,"Mr. Michael James Moore ACSM, B.Eng (Hons), Dip CSM, MAICD, MAusIMM","Mr. Marc  Boudames B.Com., C.P.A., M.A.I.C.D.",Mr. Geoff  Willetts,,,,,,,,,,,,,,,,,
106,EMP,https://emperorenergy.com.au,55 York Street; Level 4,61 4 0227 7282,Sydney,NSW,2000,Australia,Mr. Carl Francis Dumbrell,,,,,,,,,,,,,,,,,,,
107,ZMI,https://www.zincofireland.com.au,431 Roberts Road; Suite B9,61 8 9287 4600,Subiaco,WA,6008,Australia,"Mr. Jerry  Monzu C.P.A., FCPA",Mr. Greg  Hope MAIG,,,,,,,,,,,,,,,,,,
108,VAR,https://www.variscan.com.au,7 The Esplanade; Suite 8 Mount Pleasant,61 8 9316 9100,Perth,WA,6153,Australia,"Mr. Stewart James Dickson B.A., BA (Hons), M.B.A., MBA","Mr. Mark Edward Pitts B Bus, F.C.A., FCA, GAICD",,,,,,,,,,,,,,,,,,
109,BMO,https://www.bastionminerals.com,22 Pitt Street; Level 6,,Sydney,NSW,2000,Australia,Mr. Fabian  Figueroa,"Mr. Justin Bradley Clyne A.C.I.S., AGIA, Grad Dip ACG, L.L.B., L.L.M., LLM",,,,,,,,,,,,,,,,,,
110,SUM,https://www.summitminerals.com.au,L1/389 Oxford Street,61 8 9426 0666,Mount Hawthorn,WA,6016,Australia,Mr. Jonathan David King B.Sc.,"Mr. James Richard Stephenson C.A., C.M.A., C.P.A., CMA, CMA (Canada), CMA and F",,,,,,,,,,,,,,,,,,
111,BOA,https://www.boadicea.net.au,414 La Trobe Street; Level 16,61 3 7047 7804,Melbourne,VIC,3000,Australia,Ms. Catherine Margaret Norman B.Sc.,,,,,,,,,,,,,,,,,,,
112,AQX,https://www.alicequeen.com.au,568 Chapel Street; Level 2 Entrance Oxford Street,61 3 8669 1408,South Yarra,VIC,3141,Australia,Mr. Andrew Thomas Buxton,Mr. Dale  McCabe,"Ms. Anne  Adaley NIA, PNA",,,,,,,,,,,,,,,,,
113,OLL,https://www.openlearning.com,"The Cooperage; Level 2, Suite 9 56 Bowman Stree",61 2 8294 9686,Pyrmont,NSW,2009,Australia,Mr. Adam Maurice Brimo,Mr. David Andrew Collien,Linh Dieu Thi Nguyen,Sophea  Seng,Kaitlin  Hartley,Nasihah Sakinah Mazalan,Ms. Marsyitah  Ismail,Shannen  Bradford,Sharmi  Rai,Ms. Robyn  Slaughter,,,,,,,,,,
114,SRH,https://www.saferoads.com.au,22 Commercial Drive,61 3 5945 6600,Pakenham,VIC,3810,Australia,Mr. Darren John Hotchkin,Mr. Mark  Langham,Mr. Trent  Loveless,Ms. Aimee  Taylor,,,,,,,,,,,,,,,,
115,CVR,https://www.cavalierresources.com.au,22 Mount Street; Level 2,61 8 6188 8181,Perth,WA,6000,Australia,"Mr. Ranko  Matic B.Bus, C.A.","Mr. Daniel Albert Tuffin B.E., B.Sc., M.A.I.C.D.",Mr. Simon  Acomb,Mr. Damon  Cox CPA,,,,,,,,,,,,,,,,
116,TKL,https://www.trakaresources.com.au,43 Ventnor Avenue; Suite 2 Ground Floor,61 8 9322 1655,West Perth,WA,6005,Australia,"Mr. Patrick Andrew Verbeek B.Sc., BSc, MAusIMM",Mr. George Juris Petersons,Ms. Ira  Gibbs C.A.,,,,,,,,,,,,,,,,,
117,NKL,https://nickelxlimited.com,The Read Buildings; Level 3 16 Milligan Street,61 4 1741 7907,Perth,WA,6000,Australia,"Mr. Matthew George Gauci B.Sc., M.B.A., MBA","Mr. Steven  Wood B.Com., C.A.",Tom  O'Rourke,,,,,,,,,,,,,,,,,
118,NGS,https://ngsolutions.co,3 Hanechoshet Street,972 73 248 2618,Tel Aviv,,6971068,Israel,Mr. Stephen J. Turner,Mr. Yossi  Nizhar,Prof. Moshe  Phillip M.D.,Prof. Raanan  Shamir,,,,,,,,,,,,,,,,
119,WSR,https://www.westar.net.au,19 Ord Street; Level 1,61 8 6556 6000,West Perth,WA,6005,Australia,"Mr. Lindsay  Franker B.ENG., FAICD, FCA, MAusIMM, MINING Eng.",Mr. Jason  Boladeras BEng (Hons),"Mr. Benjamin Patrick Donovan A.C.I.S., B.Com., B.Comm (Hons)",Mr. Anthony  Tornatora,,,,,,,,,,,,,,,,
120,AAJ,https://www.arumaresources.com,2 Richardson Street; Level 1,61 8 9321 0177,West Perth,WA,6005,Australia,Mr. Glenn  Grayson,"Mr. Phillip James MacLeod ASA, B.Bus., CPA, M.A.I.C.D., MAICD",,,,,,,,,,,,,,,,,,
121,8IH,https://www.8iholdings.com,"No. 01-01, 1557 Keppel Road",65 6225 8480,Singapore,,089066,Singapore,Mr. Kuan Tat  Chee,Mr. Che Koon  Tan,Mr. Chun Woei  Chua,Mr. Wee Boon  Siah,Yi Lin  Goh,Dr. Junyang  Kao,Ms. Puay Lin  Teo,Mr. Teck Huat Ang,,,,,,,,,,,,
122,ROC,https://www.rocketboots.com,6-10 O'Connell Street; Level 1,,Sydney,NSW,2000,Australia,Mr. Joel Peter Rappolt,Mr. Harry Robin Hilliard,Mr. Cameron Glenn Petricevic B.Com.,Aaron  Seeto,,,,,,,,,,,,,,,,
123,MHI,https://www.lorettalee.com.hk,E-Trade Plaza; 16th Floor Unit B & C 24 Lee Chung Street,852 2889 2000,Chai Wan,,,Hong Kong,Ms. Loretta Bic Hing  Lee,Mr. C. K. Lo,Mr. John Maxwell Bleakie,Mr. David Maxwell  McArthur B.Comm.,,,,,,,,,,,,,,,,
124,TMR,https://www.tempusresources.com.au,22 Mount Street; Level 2,61 8 6188 8181,Perth,WA,6000,Australia,"Mr. Jason  Bahnsen B.Sc., BSc Eng., M.B.A.","Ms. Melanie Jane Ross A.C.I.S., AGIA, B.Com., C.A.","Mr. Rodrigo Arturo Izurieta B.A., M.A.","Mr. Sonny  Bernales B.Sc., P.Geo.",,,,,,,,,,,,,,,,
125,ZMM,https://www.zimi.life,14 Millennium Circuit,,Helensvale,QLD,4212,Australia,Mr. Jordan Tony Tentori,Rachel  Tuck,"Ms. Melissa Kate Chapman A.C.I.S., AGIA, B.Com., C.P.A.","Ms. Catherine  Grant-Edwards B.Com., C.A.",,,,,,,,,,,,,,,,
126,ZEU,https://www.zeusresources.com,"Level 1, 25-29 Berry Street; Suite 107",61 2 8488 3270,North Sydney,NSW,2060,Australia,"Mr. Jian Jun Liu B.Sc., M.Sc.",Mr. Sitong  Wu,,,,,,,,,,,,,,,,,,
127,MDI,https://www.middleisland.com.au,2 Richardson Street; Suite 1,61 8 9322 1430,West Perth,WA,6005,Australia,Mr. Roland Dieter Bartsch,Mr. Rudolf  Tieleman,,,,,,,,,,,,,,,,,,
128,RDS,https://www.redstone.com.au,60 Havelock Street,61 8 9328 2552,West Perth,WA,6005,Australia,"Ms. Miranda  Conti A.C.I.S., ACIS, AGIA, B.Com., BCom, C.P.A., C.S.","Dr. Greg  Shirtliff BA, Ph.D.(Geol.), B. Sc (Hons), MAusIMM",,,,,,,,,,,,,,,,,,
129,HTM,https://www.hightechmetals.com.au,22 Townshend Road,61 8 9388 0051,Subiaco,WA,6008,Australia,"Mr. Harpreet Singh Cheema B.Com., CPA","Mr. Quinton James Meyers B.Com., C.A.",,,,,,,,,,,,,,,,,,
130,FRS,https://forrestaniaresources.com.au,38 Colin Street; Suite 2,61 8 6391 0113,West Perth,WA,6005,Australia,"Mr. John Andrew Hannaford B.Com., BCom (UWA), C.A., F.Fin.","Ms. Cecilia Anna Tyndall A.C.I.S., B. Bus, C.A.",Mr. Ashley Garner Bennett,,,,,,,,,,,,,,,,,
131,INP,https://www.incentiapay.com,"65 York Street; Level 8, Suite 8",61 2 8256 5300,Sydney,NSW,2000,Australia,Mr. Ani  Chakraborty,Mr. Kunal  Kapoor,Mr. Ryan  Rodrigues,Mr. Jake  Falkinder,Ms. Louise  Lee,Mr. Ben  Johnson,Mr. Toby  Ellis,Mr. Brent  Trimnell-Ritchard,Mr. Steve  Chant,Mr. John  Scott,,,,,,,,,,
132,ICR,https://intelicare.com.au,299 Vincent Street; Level 1,1300 001 145,Leederville,WA,6007,Australia,Mr. Daniel  Pilbrow,Mr. Michael  Tappenden,"Mr. Neil John Hackett B.Econ, BECON, FFin, GAICD (Merit), GDAFI, GDFP",Mr. Pieter  Klopper,Claudia  Dent,,,,,,,,,,,,,,,
133,INL,https://www.innlanz.com,18-40 Anderson Street,61 2 9689 9969,Parramatta,NSW,2150,Australia,Mr. Yeshween  Mudaliar,Ms. Jessie  Tao,Mr. Jhon  Shen,Ms. Indira  Naidu,,,,,,,,,,,,,,,,
134,ARC,https://www.arcfunds.com.au,330 Collins Street; Level 7,61 7 3223 9170,Melbourne,VIC,3000,Australia,Mr. Harley  Grosser,Mr. Wayne M. Massey B.Comm CPA,"Mr. Mark Andrew Licciardo B Bus (Acc), FCIS, FGIA, GAICD, GradDip CSP",,,,,,,,,,,,,,,,,
135,BLZ,https://www.blazelimited.com.au,88 William Street; Level 3,61 8 9463 2463,Perth,WA,6000,Australia,Mr. Simon  Coxhell MAusIMM,"Mr. Harpreet Singh Cheema B.Com., CPA",,,,,,,,,,,,,,,,,,
136,RML,https://www.resolutionminerals.com,29-31 King William Street; Level 4,61 4 1480 4055,Adelaide,SA,5000,Australia,"Mr. Jaroslaw Krzysztof Kopias ACIS, ACSA, AGIA, B.Com., BCom, C.S., CGP, CPA",Ms. Christine  Lawley M.Sc.,,,,,,,,,,,,,,,,,,
137,OM1,https://omniametals.com.au,22 Townsend Road,61 8 9388 0051,Subiaco,WA,6008,Australia,"Dr. James  Warren B.Sc., Ph.D.","Ms. Anna Maria MacKintosh B.Com., CPA",,,,,,,,,,,,,,,,,,
138,IRX,https://inhalerx.com.au,414 La Trobe Street; Level 16,,Melbourne,VIC,3000,Australia,Mr. Darryl  Davies B.Sc.,"Dr. Robert  Jenny B.A., B.Sc., Ph.D.",Mr. Srinivasa Rao Suryadevara,,,,,,,,,,,,,,,,,
139,KAL,https://www.kalgoldmining.com.au,1209 Hay Street; Level 1,61 8 6002 2700,West Perth,WA,6005,Australia,Dr. Matthew  Painter BSc (Hons),Mr. Graeme  Smith,Mr. Scott  Herrmann,,,,,,,,,,,,,,,,,
140,KGD,https://www.kulagold.com.au,20 Howard Street; Suite 2,61 8 6144 0592,Perth,WA,6000,Australia,"Mr. Richard Morris Dawson BAppSc(Geol.), EMBA, MAusIMM","Mr. Keith Douglas Bowker B.Com., B.Comm, C.A., CA",,,,,,,,,,,,,,,,,,
141,AUR,https://www.aurisminerals.com.au,18 Richardson Street; Level 1,61 8 6109 4333,West Perth,WA,6005,Australia,Mr. Michael Petrus Hendriks,"Mr. Matthew Ian Svensson B.APP.SC, MAIG",Margaret  Hawke,"Mr. Christopher  Achurch B.Com., C.A.","Mr. David Ross Jones PGeoph, B.Sc (Hons), M.Sc., MAusIMM",,,,,,,,,,,,,,,
142,MEG,https://megadominerals.com,197 St Georges Terrace; Level 12,61 8 6141 3260,Perth,WA,6000,Australia,Mr. Benjamin  Pearson,"Mr. Aaron Dean Bertolatti ACSA, AGIA, B.Com., C.A.",Dr. Chris  Bowden Ph.D.,,,,,,,,,,,,,,,,,
143,FCG,https://freedomcaregroup.com.au,3/886 Woodville Road,61 1800 979 783,Villawood,NSW,2163,Australia,Mr. Jamal  Sabsabi,Walid  Jamal-Eddine,Ahmad Alsayed Ibrahim,Mr. Wayne  Kernaghan,,,,,,,,,,,,,,,,
144,PLN,https://www.pioneerlithium.com.au,108 St Georges Terrace; Level 50,61 8 9465 1044,Perth,WA,6000,Australia,Mr. Robert Anthony Martin,Mr. Clinton  Booth,Mr. Erik  Petersen,"Mr. Harry  Spindler A Fin, B. Bus, CA",,,,,,,,,,,,,,,,
145,RAS,https://www.ragusaminerals.com.au,22 Mount Street; Level 2,61 8 6181 8181,Perth,WA,6000,Australia,Mr. Olaf  Frederickson,Ms. Melanie  Ross,,,,,,,,,,,,,,,,,,
146,PVW,https://pvwresources.com.au,1138 Hay Street; Level 3,,West Perth,WA,6005,Australia,"Mr. George  Bauk B.Bus, FCPA, GAICD, M.B.A., MBA",Mr. Giuseppe Paolo Graziano,Mr. Karl  Weber,,,,,,,,,,,,,,,,,
147,YAR,https://www.yariminerals.com.au,4/420 Bagot Road; Ground Floor,61 8 6400 6222,Subiaco,WA,6008,Australia,Mr. Anthony  Italiano,Mr. Rudolf  Tieleman,,,,,,,,,,,,,,,,,,
148,AL8,https://www.alderanresources.com.au,"350 Collins Street; Suite 1, Level 6",61 3 8630 3321,Melbourne,VIC,3000,Australia,Mr. Scott James Caithness,Ms. Nova Anne Taylor,,,,,,,,,,,,,,,,,,
149,HOR,https://www.horseshoemetals.com.au,50 Kings Park Rd; Level 2,61 8 6241 1844,West Perth,WA,6005,Australia,Ms. Kate Briony Stoney CPA,Mr. Josh  Merriman,,,,,,,,,,,,,,,,,,
150,DBO,https://diabloresources.com.au,10 Outram Street; Level 2,61 8 6383 7837,West Perth,WA,6005,Australia,Mr. Lyle Haxton Thorne,"Mr. Shaun  Menezes B.Com., L.L.B.",,,,,,,,,,,,,,,,,,
151,AUG,https://www.augustusminerals.com.au,41-43 Ord Street; Level 2,61 8 6458 4200,West Perth,WA,6005,Australia,Mr. Brian Bernard Rodan,Mr. Andrew  Reid,"Mr. Andrew  Ford B.Sc (Hons), MAusIMM",Mr. Sebastian  Andre,,,,,,,,,,,,,,,,
152,OLY,https://www.olympiometals.com.au,25 Richardson Street; Level 2,61 8 9322 9093,West Perth,WA,6005,Australia,"Mr. John Gerard Delaney B.Comm CPA, MBA",Mr. Peter  Gray,,,,,,,,,,,,,,,,,,
153,CUL,https://cullenresources.com.au,7 Hardy Street; Unit 4,61 8 9474 5511,South Perth,WA,6151,Australia,"Dr. Christopher Robert Ringrose B.Sc., BSc, M.A.I.C.D., M.B.A., MAICD, MAIMM, MBA","Mr. Wayne John Kernaghan ACA, ACIS, B.Bus, FAICD",Dr. Matthias  Cornelius,,,,,,,,,,,,,,,,,
154,ANR,https://anataralifesciences.com,81 Flinders Street; Level 8,61 4 3802 7172,Adelaide,SA,5000,Australia,"Dr. David Lionel Brookes F.A.C.I.D., FACRRM, FAICD, MBBS","Mr. John  Michailidis B.Sc., EMBA, M.A.I.C.D.",Mr. Simon  Erskine,Jane  Lowe,"Dr. Stephen  Denaro AGIA, BCom, CA, GradDipApp CG, MAICD","Ms. Hayley  van der Meer B Biomed Sc, Grad Dip Marketing Management",,,,,,,,,,,,,,
155,AI1,https://adisyn.com.au,27 Aspiration Circuit,61 3 0033 1888,Bibra Lake,WA,6163,Australia,Mr. Blake  Burton,Mr. Jasper  Sentow,Mr. Paul  Arch,Mr. Justin  Thomas,Mr. Liam  Gale,"Ms. Kyla  Garic B.Com., C.A.",,,,,,,,,,,,,,
156,LSR,https://www.lodestarminerals.com.au,31 Cliff Street; 1st Floor,61 8 9435 3200,Fremantle,WA,6160,Australia,Mr. Edward James Turner Maig,Mr. David Maxwell  McArthur B.Comm.,"Ms. Coraline  Blaud B.Sc., M.Sc.",Mr. Jordan  McArthur,Mr. Paul Joseph Cranney,,,,,,,,,,,,,,,
157,PBL,https://www.parabellumresources.com.au,52 Ord Street,61 8 6313 3950,West Perth,WA,6005,Australia,"Mr. Shaun  Menezes B.Com., L.L.B.",Mr. Peter Anthony Secker B.Sc. Mining,"Mr. Mark  Arundell BSc (Hons), MEconGeol",,,,,,,,,,,,,,,,,
158,NC6,https://www.nanollose.com,CPC; Suite 5 145 Stirling Highway,61 8 9389 3120,Nedlands,WA,6009,Australia,"Dr. Wayne Morris Best BSc (Hons), DIC, FRACI, GAICD, Ph.D.","Ms. Erlyn Saromines Dawson A.C.I.S., ACIS, AGIA, B.Com., BCom., GradDipACG",,,,,,,,,,,,,,,,,,
159,1TT,https://www.thrivetribetech.com,MLC Centre; Level 57 19-29 Martin Place,61 2 9236 7229,Sydney,NSW,2000,Australia,Mr. Wesley  Culley,"Mr. Joshua P. Quinn B.Com., CTA, L.L.M.",Mr. John  Shea,Mr. Jackson  Duffy,Ms. Natalie  Thursfield,Ms. Alana  Gibbs,Ms. Alexandra  Thursfield,,,,,,,,,,,,,
160,TEM,https://tempestminerals.com,389 Oxford Street; Suite 9 Level 2,61 8 9200 0435,Mount Hawthorn,WA,6016,Australia,"Mr. Donald Charles Smith B.Sc., M.B.A.",Mr. Damien  Reynolds,Ms. Sally  Bevington,,,,,,,,,,,,,,,,,
161,SP3,https://www.spectur.com.au,12 Fargo Way,1300 802 960,Welshpool,WA,6106,Australia,Dr. Gerard John Dyson,Mr. Frederik  Mare,Mr. Robin  Walford CFP® DipFP,Mr. Peter  Dickinson,Mr. Ben  Young,"Ms. Suzie Jayne Foreman B.Com (Hons), B.Com., C.A., CA",,,,,,,,,,,,,,
162,HT8,https://ht8.com.au,124 Abbott Road,61 1300 13 9999,Hallam,VIC,3803,Australia,Mr. Garrison  Huang,Ms. Rebecca  Wong,"Mr. Brett Thomas Crowley B.Com., BCom, C.A., CA, DipLaw",,,,,,,,,,,,,,,,,
163,PVL,https://www.phvl.com.au,"Ground Floor; 477 Boundary Street, Spring Hill",64 3 372 3321,Brisbane,QLD,4000,Australia,Mr. James  Kruger,Mr. Geoffrey  Nicholas,Mr. Ben  Hodge,"Ms. Sally  McDow AGIA, L.L.B., M.B.A.",Mr. Steve  Silvey,,,,,,,,,,,,,,,
164,ME1,https://melodiolglobalhealth.com,145 Stirling Highway; Suite 5 CPC,61 8 9389 3180,Nedlands,WA,6009,Australia,"Mr. Boaz  Wachtel M.A., M.D., MBA",Mr. William  Lay B.Com.,"Mr. Christopher  Grundy BCom, FCA, FCIS, GAICD","Ms. Micheline  MacKay B.Sc., M.Sc., P.M.P.",Ms. Jodi  Scott M.Sc.,Dr. Gian  Trepp,Mr. Mitchel  Fleming,Brett  Ayers,"Mr. Winton William Willesee C.P.A., GAICD, MAICD, MCom",Hon. Brian  Walker,,,,,,,,,,
165,BOD,https://bodscience.com,376 New South Head Road; Level 2,61 2 9199 5018,Double Bay,NSW,2028,Australia,Ms. Joanne  Patterson,Mr. Adrian  Sturrock,Mr. Craig  Weller,Dr. Adele  Hosseini,"Mr. Alan  Dworkin ACIS, BBus, CA",Ms. Carlie  Hodges,,,,,,,,,,,,,,
166,LM1,https://www.leeuwinmetals.com,64-68 Hay Street; Unit 2,61 8 6556 6427,Subiaco,WA,6008,Australia,"Mr. Christopher  Piggott B.Com., B.Sc.",Mr. Marcus Richard Alexander Harden B.Sc.,"Mr. Danniel J. Oosterman B.Sc., P.Geo","Mr. Nicholas  Katris B.Com., C.A.",,,,,,,,,,,,,,,,
167,AVW,https://www.aviraresourcesltd.com.au,330 Churchill Avenue; Level 9,61 8 6489 1600,Subiaco,WA,6008,Australia,"Mr. Harpreet Singh Cheema B.Com., CPA","Mr. David Ross DeLoub B.A., B.Ec (Hons), BA, G.Dip.FINSIA, Grad Dip Bus",Mr. Christopher  Chen,Verity  Borthwick,,,,,,,,,,,,,,,,
168,RC1,https://redcastle.net.au,"23 Railway Road; Suite 11, 12 Level 2 Subiaco",61 8 6559 1792,West Perth,WA,6008,Australia,Ms. Sarah  Smith,,,,,,,,,,,,,,,,,,,
169,PNT,https://www.panthermetals.com.au,22 Mount Street; Level 2,61 8 6188 8181,Perth,WA,6000,Australia,"Mr. Daniel Albert Tuffin B.E., B.Sc., M.A.I.C.D.","Mr. Ranko  Matic B.Bus, C.A.",Mr. Simon  Acomb,Mr. Damon  Cox CPA,,,,,,,,,,,,,,,,
170,MKL,https://www.mightykingdom.com,121 King William Street; Level 4 Kaurna Country,61 8 7200 3252,Adelaide,SA,5000,Australia,Mr. Simon Anthony Rabbitt,Mr. Grant  Osborne,Mr. Anthony Michael Lawrence,"Ms. Kaitlin Louise Smith B.Com (Acc), B.Com., CA",,,,,,,,,,,,,,,,
171,WHK,https://www.whitehawk.com,140 St Georges Terrace; Level 28,,Perth,WA,6000,Australia,Ms. Teresa Williams Roberts,Mr. Kevin Robin Goodale,Ms. Soo Hee Kim,Ms. Sarah  Messer,"Kevin  Kye A.C.I.S., B.Com., C.A., C.P.A.",,,,,,,,,,,,,,,
172,CCO,https://www.thecalmerco.com,96 Victoria Street,61 7 3844 1010,West End,QLD,4014,Australia,Dr. Anthony  Noble,"Mr. Zane  Yoshida B.Tech., M.B.A.",Ms. Sharmila  Nanayakkara,Prof. Jerome  Sarris,Mr. Brian  Casutto,Ms. Natalie  Climo,,,,,,,,,,,,,,
173,UVA,https://uvrelimited.com,191 St Georges Terrace; Level 5,61 2 9299 9690,Perth,WA,6000,Australia,Mr. Peter James Woods,Ms. Sujana  Karthik,Ms. Kate  Sainty,Ms. Cherie  Leeden,,,,,,,,,,,,,,,,
174,DOU,https://www.douugh.com,24 Campbell Street; Level 5,61 8 6380 2555,Haymarket,NSW,2000,Australia,Mr. Andrew  Taylor,Mr. Derek  Hall,Mr. Mark David Taylor,Mr. John  Beale,Mr. Micha  Wotton,Christian  Raftery,Ms. Scarlett  Evans,Kirsty  McRae,Mr. William  So,Mr. Tom  Culver,,,,,,,,,,
175,BYH,https://www.bryah.com.au,191B Carr Place,61 8 9321 0001,Leederville,WA,6007,Australia,Mr. Ashley Stewart Jones B.Sc.,Mr. Neville  Bassett,,,,,,,,,,,,,,,,,,
176,ION,https://iondrive.com.au,6 The Parade,61 8 8368 8888,Norwood,SA,5067,Australia,"Mr. Robert  Smillie M.B.A., M.Sc.","Mr. Raymond Robert Ridge B.A., BA (Acc), C.A., CA, GIA (cert)",Mr. Ebbe  Dommisse,,,,,,,,,,,,,,,,,
177,RON,https://www.roninresources.com.au,459 Collins Street; Level 21,61 3 8630 3321,Melbourne,VIC,3000,Australia,"Mr. Joseph  Van Den Elsen B.A., L.L.B.","Mr. Justin  Mouchacca B.Bus (Acc), C.A., CA",,,,,,,,,,,,,,,,,,
178,CT1,https://constellationtechnologies.com.au,420 Collins Street; Level 7,61 3 8592 4883,Melbourne,VIC,3000,Australia,Mr. Kartheek Munigoti Shankar Rao,Ms. Terri  Bakos,,,,,,,,,,,,,,,,,,
179,C29,https://www.c29metals.com.au,"23 Railway Road; Suite 11, Level 2",61 8 6559 1792,Subiaco ,WA,6008,Australia,Mr. Jeremy Philip King LLB,Mr. Mauro  Piccini,,,,,,,,,,,,,,,,,,
180,DAF,https://www.discoveryafrica.com.au,18 Sangiorgio Court,61 8 6165 4000,Osborne Park,WA,6017,Australia,Mr. Alan Edward Thomas,Mr. Bill  Oliver,,,,,,,,,,,,,,,,,,
181,SLB,https://stelarmetals.com.au,22 Greenhill Road,61 8 8372 7881,Wayville,SA,5034,Australia,Mr. Colin  Skidmore,"Mr. Nicholas John Harding A.C.I.S., B.A., C.P.A.",,,,,,,,,,,,,,,,,,
182,LVE,https://www.lovegroup.co,99 St Georges Terrace; Level 8,61 8 9486 4036,Perth,WA,6000,Australia,Mr. Michael  Ye,"Mr. Chik Ong  Chen ACIS, ACSA, B.Com., BCom, FCIS, GradDipAppFin, M.B",,,,,,,,,,,,,,,,,,
183,AD1,https://www.ad1holdings.com.au,Office 7; Level 4 90 William Street,61 3  8199 0455,Melbourne,VIC,3000,Australia,Mr. Todd  Perkinson,Mr. Bijay Alex Mathew,,,,,,,,,,,,,,,,,,
184,HMI,https://hiremii.com,251 St George's Terrace; Level 1,61 8 6263 7731,Perth,WA,6000,Australia,Mr. Andrew  Hornby,Mr. Brad  Kobus,Mr. Andrew  Stone,Mr. Andrew  Cloud,Mr. Leon  Morgan,"Ms. Susan Patricia Park A.C.A., A.C.I.S., ACSA, AGIA, B.Com., F Fin, FCIS",,,,,,,,,,,,,,
185,BUS,https://www.bubalusresources.com.au,"Level 2, 22 Mount Street",61 8 6188 8181,Perth,WA,6000,Australia,"Mr. Alec Christopher Pismiris B.Com., B.Comm, FCIS, IGIA, M.A.I.C.D.","Ms. Melanie Jane Ross A.C.I.S., AGIA, B.Com., C.A.",,,,,,,,,,,,,,,,,,
186,WYX,https://www.westernyilgarn.com.au,2A / 300 Fitzgerald Street; Level 1,61 8 6166 9107,North Perth,WA,6006,Australia,"Ms. Catherine  Grant-Edwards B.Com., C.A.","Ms. Melissa Kate Chapman A.C.I.S., AGIA, B.Com., C.P.A.",,,,,,,,,,,,,,,,,,
187,TML,https://www.timahresources.com.au,348 Pacific Highway; Crows Nest,61 2 8054 1886,North Sydney,NSW,2065,Australia,"Dr. King Thian  Mah AMP, DSSA, JP","Mr. King-Seng  Mah DPMP, PMP",Kai Lih  Wong,Mr. Swee Koon  Soong,Mr. Andrew  Wallis,,,,,,,,,,,,,,,
188,NRX,https://noronexlimited.com.au,295 Rokeby Road; Suite 1,61 8 6555 2950,Subiaco,WA,6008,Australia,"Mr. James  Thompson B.Com., B.Comm, C.A., CA, FINSIA, L.L.B., LLB",Mr. Bruce  Hooper,Mr. Sebastian  Andre,,,,,,,,,,,,,,,,,
